,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
0,42313,0,2940,The cow is green. The cow is not kind. The cow does not visit the lion. The dog chases the lion. The lion eats the cow. The lion is red. The lion visits the dog. If someone chases the lion and they visit the lion then they eat the cow. If someone is kind then they eat the dog. If someone visits the dog and they are red then they chase the cow. If someone chases the lion and they are not kind then they are blue. If the dog chases the cow then the dog visits the cow. If someone visits the dog then they visit the cow. If someone chases the cow then the cow visits the dog. If someone eats the dog and the dog does not chase the cow then they are big.,The lion is red.,True,OWA,train,3,RelNeg-OWA-D3-690,3,7,8,0,1,proof,[(triple6)],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Green(Cow)
5. Not Kind(Cow)
6. Does Not Visit(Cow, Lion)
7. Chases(Dog, Lion)
8. Eats(Lion, Cow)
9. Red(Lion)
10. Visits(Lion, Dog)
","1. IF Chase(lion) AND Visit(lion, cow) THEN Eat(cow)
2. IF Kind(person) THEN Eat(dog)
3. IF Visit(person, dog) AND Red(dog) THEN Chase(cow)
4. IF Not Kind(person) THEN Blue(person)
5. IF Chase(lion) AND Visit(lion, cow) THEN Visit(cow, dog)
6. IF Visit(person, dog) THEN Visit(cow, dog)
7. IF Chase(lion) AND Visit(lion, cow) THEN Visit(cow, dog)
8. IF Eat(dog) AND Not Chase(dog) THEN Big(person)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Green(Cow)
5. Not Kind(Cow)
6. Does Not Visit(Cow, Lion)
7. Chases(Dog, Lion)
8. Eats(Lion, Cow)
9. Red(Lion)
10. Visits(Lion, Dog)
","1. Red(Lion)
",True,True
1,16607,0,1157,The bear sees the dog. The dog eats the mouse. The mouse is blue. The mouse is kind. The mouse sees the dog. The tiger needs the dog. The tiger sees the dog. If something is blue then it needs the bear. If something sees the bear and the bear sees the tiger then it is kind. If the tiger needs the dog and the tiger is nice then the tiger eats the bear. If something is red then it eats the dog. If something eats the mouse then it needs the mouse. If something is blue and it needs the bear then it is red. If the tiger is kind then the tiger sees the dog. If something is kind and nice then it sees the mouse.,The mouse sees the dog.,True,OWA,train,3,RelNoneg-OWA-D3-736,3,7,8,0,1,proof,[(triple5)],"1. See(Bear, Dog)
2. Eat(Dog, Mouse)
3. Blue(Mouse)
4. Kind(Mouse)
5. See(Mouse, Dog)
6. Need(Tiger, Dog)
7. See(Tiger, Dog)
","1. IF Blue(x) THEN Need(x, bear)
2. IF See(x, bear) AND See(bear, tiger) THEN Kind(x)
3. IF Need(tiger, dog) AND Nice(tiger) THEN Eat(bear)
4. IF Red(x) THEN Eat(dog)
5. IF Eat(x, mouse) THEN Need(x, mouse)
6. IF Blue(x) AND Need(x, bear) THEN Red(x)
7. IF Kind(x) THEN See(x, dog)
8. IF Kind(x) AND Nice(x) THEN See(x, mouse)
","1. See(Bear, Dog)
2. Eat(Dog, Mouse)
3. Blue(Mouse)
4. Kind(Mouse)
5. See(Mouse, Dog)
6. Need(Tiger, Dog)
7. See(Tiger, Dog)
8. NOTHING
","1. See(Mouse, Dog)
",True,True
2,25051,0,6782,"The cow chases the lion. The cow is round. The lion needs the tiger. The squirrel chases the tiger. The squirrel needs the cow. The squirrel needs the tiger. The tiger is green. Blue, green people are round. If the lion likes the tiger then the tiger likes the squirrel. If someone is green and they chase the lion then they like the tiger. If someone is kind and green then they like the tiger. If someone needs the cow and the cow chases the lion then the cow needs the squirrel. If someone needs the cow then the cow likes the lion. If someone is kind then they chase the tiger. If someone likes the squirrel then the squirrel chases the tiger.",The squirrel needs the tiger.,True,OWA,train,0,RelNoneg-OWA-D0-5350,1,7,8,0,1,proof,[(triple6)],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Round(Cow)
5. Need(Lion, Tiger)
6. Chase(Squirrel, Tiger)
7. Need(Squirrel, Cow)
8. Need(Squirrel, Tiger)
9. Green(Tiger)
","1. IF Blue(person) AND Green(person) THEN Round(person)
2. IF Lion(animal) LIKES Tiger(animal) THEN Tiger(animal) LIKES Squirrel(animal)
3. IF Green(person) AND Chase(person, lion) THEN Like(person, tiger)
4. IF Kind(person) AND Green(person) THEN Like(person, tiger)
5. IF Need(person, cow) AND Chase(cow, lion) THEN Like(person, tiger)
6. IF Need(person, cow) THEN Like(cow, lion)
7. IF Kind(person) THEN Chase(person, tiger)
8. IF Like(person, squirrel) THEN Chase(squirrel, tiger)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Round(Cow)
5. Need(Lion, Tiger)
6. Chase(Squirrel, Tiger)
7. Need(Squirrel, Cow)
8. Need(Squirrel, Tiger)
9. Green(Tiger)
","1. Need(Squirrel, Tiger)
",True,False
3,16903,0,4582,The cat chases the squirrel. The cat likes the squirrel. The dog chases the cat. The dog chases the mouse. The mouse is cold. The mouse sees the dog. The squirrel is green. If someone sees the squirrel then they are kind. If someone chases the cat and the cat sees the dog then the cat does not like the dog. If someone chases the squirrel then the squirrel likes the cat. If the cat likes the dog then the cat is not kind. If someone is green then they see the cat. If someone likes the cat then the cat likes the mouse. If someone chases the squirrel and they see the dog then the dog chases the squirrel. If someone sees the cat and they like the mouse then they see the dog.,The cat likes the squirrel.,True,OWA,train,0,RelNeg-OWA-D0-5133,2,7,8,0,1,proof,[(triple2)],"1. Chase(Cat, Squirrel)
2. Like(Cat, Squirrel)
3. Chase(Dog, Cat)
4. Chase(Dog, Mouse)
5. Cold(Mouse)
6. See(Mouse, Dog)
7. Green(Squirrel)
","1. IF See(squirrel) THEN Kind(someone)
2. IF Chase(cat, dog) THEN NotLike(cat, dog)
3. IF Chase(squirrel) THEN Like(cat)
4. IF Like(cat, dog) THEN NotKind(cat)
5. IF Green(someone) THEN See(cat)
6. IF Like(cat, mouse) THEN See(dog)
7. IF Chase(squirrel) AND See(dog) THEN Chase(squirrel)
8. IF See(cat) AND Like(mouse) THEN See(dog)
","1. Chase(Cat, Squirrel)
2. Like(Cat, Squirrel)
3. Chase(Dog, Cat)
4. Chase(Dog, Mouse)
5. Cold(Mouse)
6. See(Mouse, Dog)
7. Green(Squirrel)
8. NOTHING
","1. Like(Cat, Squirrel)
",True,False
4,66037,0,17852,"Charlie is kind. Charlie is quiet. Charlie is red. Charlie is rough. Charlie is round. Charlie is smart. Charlie is young. If Charlie is kind then Charlie is rough. If Charlie is not rough then Charlie is round. All round, kind people are smart. Kind people are smart. All quiet people are smart. If someone is rough and not kind then they are smart. All quiet, round people are red. Round, kind people are red.",Charlie is smart.,True,OWA,train,0,AttNeg-OWA-D0-2229,0,7,8,0,1,proof,[(triple6 OR ((triple1) -> rule4) OR ((triple2) -> rule5) OR ((triple5 triple1) -> rule3))],"1. Kind(Charlie)
2. Quiet(Charlie)
3. Red(Charlie)
4. Rough(Charlie)
5. Round(Charlie)
6. Smart(Charlie)
7. Young(Charlie)
","1. IF Kind(Charlie) THEN Rough(Charlie)
2. IF Not Rough(Charlie) THEN Round(Charlie)
3. IF Round(Charlie) AND Kind(Charlie) THEN Smart(Charlie)
4. IF Kind(Charlie) THEN Smart(Charlie)
5. IF Quiet(Charlie) THEN Smart(Charlie)
6. IF Not Kind(Charlie) AND Not Rough(Charlie) THEN Smart(Charlie)
7. IF Round(Charlie) AND Kind(Charlie) THEN Red(Charlie)
8. IF Kind(Charlie) THEN Red(Charlie)
9. IF Quiet(Charlie) THEN Red(Charlie)
","1. Kind(Charlie)
2. Quiet(Charlie)
3. Red(Charlie)
4. Rough(Charlie)
5. Round(Charlie)
6. Smart(Charlie)
7. Young(Charlie)
8. NOTHING
","1. Smart(Charlie)
",True,False
5,53167,0,14365,Harry is not blue. Harry is cold. Harry is furry. Harry is not green. Harry is not kind. Harry is red. Harry is not round. If someone is cold and round then they are green. Blue people are green. If Harry is blue then Harry is not round. All kind people are red. If someone is kind then they are red. If Harry is cold then Harry is red. If someone is green and blue then they are not kind. If someone is green and not kind then they are furry.,Harry is cold.,True,OWA,train,0,AttNeg-OWA-D0-2600,0,7,8,0,1,proof,[(triple2)],"1. Not(Blue)(Harry)
2. Cold(Harry)
3. Furry(Harry)
4. Not(Green)(Harry)
5. Not(Kind)(Harry)
6. Red(Harry)
7. Not(Round)(Harry)
","1. IF Cold(person) AND Round(person) THEN Green(person)
2. Blue(person) THEN Not Round(person)
3. IF Blue(Harry) THEN Not Round(Harry)
4. All Kind(person) THEN Red(person)
5. IF Kind(person) THEN Red(person)
6. IF Cold(Harry) THEN Red(Harry)
7. IF Green(person) AND Blue(person) THEN Not Kind(person)
8. IF Green(person) AND Not Kind(person) THEN Furry(person)
","1. Not(Blue)(Harry)
2. Cold(Harry)
3. Furry(Harry)
4. Not(Green)(Harry)
5. Not(Kind)(Harry)
6. Red(Harry)
7. Not(Round)(Harry)
","1. Cold(Harry)
",True,False
6,959,0,259,"Charlie is big. Charlie is blue. Charlie is furry. Charlie is nice. Charlie is quiet. Charlie is round. Charlie is young. If someone is young and round then they are blue. Nice, quiet people are big. If Charlie is big then Charlie is nice. Nice people are furry. If someone is nice and quiet then they are blue. Quiet, round people are furry. If Charlie is nice then Charlie is round. If someone is round and blue then they are young.",Charlie is furry.,True,OWA,train,0,AttNoneg-OWA-D0-883,0,7,8,0,1,proof,[(triple3 OR ((triple4) -> rule4) OR ((triple5 triple6) -> rule6) OR ((((triple1) -> rule3)) -> rule4) OR ((triple5 ((triple4) -> rule7)) -> rule6) OR ((triple5 ((((triple1) -> rule3)) -> rule7)) -> rule6))],"1. Big(Charlie)
2. Blue(Charlie)
3. Furry(Charlie)
4. Nice(Charlie)
5. Quiet(Charlie)
6. Round(Charlie)
7. Young(Charlie)
","1. IF Young(Person) AND Round(Person) THEN Blue(Person)
2. IF Nice(Person) AND Quiet(Person) THEN Big(Person)
3. IF Big(Charlie) THEN Nice(Charlie)
4. IF Nice(Person) THEN Furry(Person)
5. IF Quiet(Person) AND Round(Person) THEN Blue(Person)
6. IF Big(Charlie) AND Nice(Charlie) THEN Round(Charlie)
7. IF Round(Person) AND Blue(Person) THEN Young(Person)
","1. Big(Charlie)
2. Blue(Charlie)
3. Furry(Charlie)
4. Nice(Charlie)
5. Quiet(Charlie)
6. Round(Charlie)
7. Young(Charlie)
8. NOTHING
","1. Furry(Charlie)
",True,False
7,9871,0,681,"Anne is furry. Anne is rough. Anne is smart. Erin is furry. Erin is kind. Erin is quiet. Erin is not white. If Anne is round and Anne is smart then Anne is kind. Rough, smart things are round. If Anne is quiet then Anne is round. Rough, kind things are smart. All kind things are quiet. If Erin is round then Erin is quiet. Round, smart things are kind. If Erin is smart and Erin is not furry then Erin is rough.",Anne is rough.,True,OWA,test,3,AttNeg-OWA-D3-1191,3,7,8,0,1,proof,[(triple2)],"1. Furry(Anne)
2. Rough(Anne)
3. Smart(Anne)
4. Furry(Erin)
5. Kind(Erin)
6. Quiet(Erin)
7. Not White(Erin)
","1. IF Round(Anne) AND Smart(Anne) THEN Kind(Anne)
2. IF Rough(thing) AND Smart(thing) THEN Round(thing)
3. IF Quiet(Anne) THEN Round(Anne)
4. IF Kind(thing) THEN Smart(thing)
5. IF Kind(thing) THEN Quiet(thing)
6. IF Round(Erin) THEN Quiet(Erin)
7. IF Smart(Erin) AND Not Furry(Erin) THEN Rough(Erin)
","1. Furry(Anne)
2. Rough(Anne)
3. Smart(Anne)
4. Furry(Erin)
5. Kind(Erin)
6. Quiet(Erin)
7. Not White(Erin)
","1. Rough(Anne)
",True,False
8,19673,0,1358,Bob is blue. Bob is cold. Bob is furry. Bob is kind. Bob is red. Bob is rough. Fiona is kind. If Fiona is cold then Fiona is furry. If Fiona is rough and Fiona is red then Fiona is kind. All cold people are red. If someone is rough and kind then they are furry. Kind people are rough. If Fiona is kind and Fiona is rough then Fiona is furry. If someone is furry then they are cold. All cold people are kind.,Bob is red.,True,OWA,test,3,AttNoneg-OWA-D3-1493,4,7,8,0,1,proof,[(triple5 OR ((triple2) -> rule3) OR ((((triple3) -> rule7)) -> rule3) OR ((((((triple6 triple4) -> rule4)) -> rule7)) -> rule3) OR ((((((((triple4) -> rule5) triple4) -> rule4)) -> rule7)) -> rule3))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Blue(Bob)
5. Cold(Bob)
6. Furry(Bob)
7. Kind(Bob)
8. Red(Bob)
9. Rough(Bob)
10. Kind(Fiona)
","1. IF Cold(Fiona) THEN Furry(Fiona)
2. IF Rough(Fiona) AND Red(Fiona) THEN Kind(Fiona)
3. IF Cold(person) THEN Red(person)
4. IF Rough(person) AND Kind(person) THEN Furry(person)
5. IF Kind(Fiona) AND Rough(Fiona) THEN Furry(Fiona)
6. IF Furry(person) THEN Cold(person)
7. IF Cold(person) THEN Kind(person)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Blue(Bob)
5. Cold(Bob)
6. Furry(Bob)
7. Kind(Bob)
8. Red(Bob)
9. Rough(Bob)
10. Kind(Fiona)
11. NOTHING
","1. Red(Bob)
",True,True
9,6397,0,1727,The bald eagle chases the lion. The bald eagle eats the tiger. The bald eagle is not red. The bald eagle is rough. The lion needs the bald eagle. The tiger does not eat the bald eagle. The tiger needs the bald eagle. If someone is blue then they are not red. If someone eats the lion then they do not need the tiger. If the tiger is young then the tiger does not chase the bald eagle. If someone is young and they need the tiger then they are not big. If someone needs the lion then they are not young. If the lion eats the bald eagle and the bald eagle chases the lion then the lion is big. If the tiger is big and the tiger does not eat the lion then the lion chases the tiger. If the bald eagle is red then the bald eagle is big.,The bald eagle eats the tiger.,True,OWA,test,0,RelNeg-OWA-D0-5165,0,7,8,0,1,proof,[(triple2)],"1. Chases(BaldEagle, Lion)
2. Eats(BaldEagle, Tiger)
3. NotRed(BaldEagle)
4. Rough(BaldEagle)
5. Needs(Lion, BaldEagle)
6. DoesNotEat(Tiger, BaldEagle)
7. Needs(Tiger, BaldEagle)
","1. IF Blue(person) THEN NotRed(person)
2. IF Eat(person, lion) THEN DoNotNeed(person, tiger)
3. IF Young(tiger) THEN Chase(tiger, bald eagle)
4. IF Young(person) AND Need(person, tiger) THEN NotBig(person)
5. IF Need(person, lion) THEN NotYoung(person)
6. IF Eat(lion, bald eagle) AND Chase(bald eagle, lion) THEN Big(lion)
7. IF Big(tiger) AND DoNotEat(tiger, lion) THEN Chase(tiger, lion)
8. IF Red(bald eagle) THEN Big(bald eagle)
","1. Chases(BaldEagle, Lion)
2. Eats(BaldEagle, Tiger)
3. NotRed(BaldEagle)
4. Rough(BaldEagle)
5. Needs(Lion, BaldEagle)
6. DoesNotEat(Tiger, BaldEagle)
7. Needs(Tiger, BaldEagle)
8. NOTHING.
","1. Eat(Bald Eagle, Tiger)
",False,False
