,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
0,66181,10,3151,"Anne is quiet. Charlie is kind. Erin is red. Harry is blue. Harry is green. Harry is kind. Harry is red. All round, quiet things are blue. If something is blue then it is quiet. If something is blue then it is red. All furry things are green. All red things are furry. All kind things are round. If something is red and blue then it is furry. All round things are blue. If Charlie is blue and Charlie is green then Charlie is furry.",Charlie is green.,True,OWA,train,5,AttNoneg-OWA-D5-366,5,7,9,5,6,proof,[(((((((((((triple2) -> rule6)) -> rule8)) -> rule3)) -> rule5)) -> rule4) OR ((((((((((triple2) -> rule6)) -> rule8)) -> rule3) ((((triple2) -> rule6)) -> rule8)) -> rule7)) -> rule4))],"1. Quiet(Anne)
2. Kind(Charlie)
3. Red(Erin)
4. Blue(Harry)
5. Green(Harry)
6. Kind(Harry)
7. Red(Harry)
","1. IF Round(thing) THEN Blue(thing)
2. IF Blue(thing) THEN Quiet(thing)
3. IF Blue(thing) THEN Red(thing)
4. IF Furry(thing) THEN Green(thing)
5. IF Red(thing) AND Blue(thing) THEN Furry(thing)
6. IF Round(thing) THEN Blue(thing)
7. IF Blue(Charlie) AND Green(Charlie) THEN Furry(Charlie)
","1. Quiet(Anne)
2. Kind(Charlie)
3. Red(Erin)
4. Blue(Harry)
5. Green(Harry)
6. Kind(Harry)
7. Red(Harry)
8. NOTHING.
","1. Green(Charlie)
",False,False
1,22283,10,1064,"Anne is furry. Anne is nice. Anne is young. Bob is young. Erin is green. Erin is quiet. Harry is smart. All green, cold things are smart. All green, young things are nice. All young things are smart. Quiet things are furry. Nice things are young. Quiet things are young. If Harry is smart then Harry is cold. Smart, young things are quiet. All quiet, furry things are green.",Bob is nice.,True,OWA,train,5,AttNoneg-OWA-D5-293,5,7,9,5,12,proof,[(((((((((triple4) -> rule3) triple4) -> rule8) ((((((triple4) -> rule3) triple4) -> rule8)) -> rule4)) -> rule9) triple4) -> rule2))],"1. Furry(Anne)
2. Nice(Anne)
3. Young(Anne)
4. Young(Bob)
5. Green(Erin)
6. Quiet(Erin)
7. Smart(Harry)
","1. IF Green(thing) AND Cold(thing) THEN Smart(thing)
2. IF Young(thing) THEN Nice(thing)
3. IF Young(thing) THEN Smart(thing)
4. IF Furry(thing) THEN Quiet(thing)
5. IF Nice(thing) THEN Young(thing)
6. IF Harry IS Smart(Harry) THEN Harry IS Cold(Harry)
7. IF Smart(thing) AND Young(thing) THEN Quiet(thing)
8. IF Green(thing) AND Furry(thing) THEN Nice(thing)
","1. Furry(Anne)
2. Nice(Anne)
3. Young(Anne)
4. Young(Bob)
5. Green(Erin)
6. Quiet(Erin)
7. Smart(Harry)
","1. Nice(Bob)
",False,False
2,39639,10,1887,"Bob is furry. Bob is quiet. Bob is smart. Charlie is young. Dave is cold. Dave is quiet. Fiona is cold. If Dave is red then Dave is furry. Red, young things are quiet. Quiet things are red. If something is round and quiet then it is furry. If something is cold then it is quiet. All red, quiet things are furry. Quiet, furry things are round. If something is cold and furry then it is young. If something is cold and young then it is smart.",Fiona is smart.,True,OWA,train,5,AttNoneg-OWA-D5-540,5,7,9,5,10,proof,[(((triple7 ((triple7 ((((((triple7) -> rule5)) -> rule3) ((triple7) -> rule5)) -> rule6)) -> rule8)) -> rule9))],"1. Furry(Bob)
2. Quiet(Bob)
3. Smart(Bob)
4. Young(Charlie)
5. Cold(Dave)
6. Quiet(Dave)
7. Cold(Fiona)
","1. IF Red(Dave) THEN Furry(Dave)
2. IF Young(thing) THEN Quiet(thing)
3. IF Quiet(thing) THEN Furry(thing)
4. IF Round(thing) AND Quiet(thing) THEN Furry(thing)
5. IF Cold(thing) THEN Quiet(thing)
6. IF Red(thing) AND Quiet(thing) THEN Furry(thing)
7. IF Quiet(thing) AND Furry(thing) THEN Round(thing)
8. IF Cold(thing) AND Young(thing) THEN Smart(thing)
","1. Furry(Bob)
2. Quiet(Bob)
3. Smart(Bob)
4. Young(Charlie)
5. Cold(Dave)
6. Quiet(Dave)
7. Cold(Fiona)
8. NOTHING.
","1. Smart(Fiona)
",False,False
3,69151,10,3290,Anne is kind. Bob is kind. Bob is rough. Charlie is big. Charlie is blue. Charlie is rough. Harry is rough. If Anne is rough and Anne is smart then Anne is kind. Quiet people are rough. Smart people are furry. All rough people are kind. If someone is blue and kind then they are furry. If someone is furry and smart then they are big. If someone is kind and furry then they are quiet. Kind people are big. All big people are blue.,Harry is quiet.,True,OWA,train,5,AttNoneg-OWA-D5-1276,5,7,9,5,10,proof,[(((((triple7) -> rule4) ((((((((triple7) -> rule4)) -> rule8)) -> rule9) ((triple7) -> rule4)) -> rule5)) -> rule7))],"1. Kind(Anne)
2. Kind(Bob)
3. Rough(Bob)
4. Big(Charlie)
5. Blue(Charlie)
6. Rough(Charlie)
7. Rough(Harry)
","1. IF Rough(Anne) AND Smart(Anne) THEN Kind(Anne)
2. IF Quiet(person) THEN Rough(person)
3. IF Smart(person) THEN Furry(person)
4. IF Rough(person) THEN Kind(person)
5. IF Blue(person) AND Kind(person) THEN Furry(person)
6. IF Furry(person) AND Smart(person) THEN Big(person)
7. IF Kind(person) AND Furry(person) THEN Quiet(person)
8. IF Big(person) THEN Blue(person)
","1. Kind(Anne)
2. Kind(Bob)
3. Rough(Bob)
4. Big(Charlie)
5. Blue(Charlie)
6. Rough(Charlie)
7. Rough(Harry)
8. NOTHING
","1. Quiet(Harry)
",False,False
4,51389,10,2445,"Bob is blue. Charlie is nice. Erin is not blue. Erin is white. Fiona is nice. Fiona is rough. Fiona is white. Rough, quiet things are round. Quiet, nice things are round. If something is rough then it is quiet. All furry, rough things are blue. Blue, furry things are nice. All blue, quiet things are nice. Blue things are furry. All nice things are rough. If something is nice and not rough then it is not white.",Bob is round.,True,OWA,train,5,AttNeg-OWA-D5-60,5,7,9,5,11,proof,[(((((((((triple1 ((triple1) -> rule7)) -> rule5)) -> rule8)) -> rule3) ((triple1 ((triple1) -> rule7)) -> rule5)) -> rule2) OR ((((((triple1 ((triple1) -> rule7)) -> rule5)) -> rule8) ((((((triple1 ((triple1) -> rule7)) -> rule5)) -> rule8)) -> rule3)) -> rule1))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Blue(Bob)
5. Nice(Charlie)
6. Not blue(Erin)
7. White(Erin)
8. Nice(Fiona)
9. Rough(Fiona)
10. White(Fiona)
","1. IF Rough(thing) THEN Quiet(thing)
2. IF Quiet(thing) THEN Nice(thing)
3. IF Rough(thing) THEN Nice(thing)
4. IF Furry(thing) AND Rough(thing) THEN Blue(thing)
5. IF Blue(thing) AND Nice(thing) THEN Furry(thing)
6. IF Blue(thing) THEN Furry(thing)
7. IF Nice(thing) THEN Rough(thing)
8. IF Nice(thing) AND Not(Rough(thing)) THEN Not(White(thing))
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Blue(Bob)
5. Nice(Charlie)
6. Not blue(Erin)
7. White(Erin)
8. Nice(Fiona)
9. Rough(Fiona)
10. White(Fiona)
11. NOTHING
","1. Round(Bob)
",False,False
5,28807,10,1375,The bald eagle visits the rabbit. The bear is kind. The mouse is red. The mouse is round. The rabbit is red. The rabbit sees the bald eagle. The rabbit visits the bald eagle. If someone is kind then they visit the rabbit. If someone sees the bear and they visit the rabbit then they are cold. If someone is green then they are kind. If someone is round and they visit the bald eagle then they see the mouse. If someone is kind and they visit the bald eagle then the bald eagle sees the rabbit. Cold people are kind. If the rabbit sees the bald eagle and the rabbit is kind then the rabbit sees the bear. If someone sees the rabbit then they are cold. If someone is red then they see the rabbit.,The bald eagle is cold.,True,OWA,train,5,RelNoneg-OWA-D5-17,6,7,9,5,7,proof,[(((((((((((triple5) -> rule9)) -> rule8)) -> rule6) triple7) -> rule5)) -> rule8))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Round(Mouse)
5. Red(Rabbit)
6. See(Rabbit, BaldEagle)
7. Visit(Rabbit, BaldEagle)
","1. IF Kind(someone) THEN Visit(rabbit)
2. IF See(bear) AND Visit(rabbit) THEN Cold(someone)
3. IF Green(someone) THEN Kind(someone)
4. IF Round(someone) AND Visit(bald eagle) THEN See(mouse)
5. IF Kind(someone) AND Visit(bald eagle) THEN See(rabbit)
6. IF Cold(someone) THEN Kind(someone)
7. IF See(rabbit) AND Kind(rabbit) THEN See(bear)
8. IF See(rabbit) THEN Cold(someone)
9. IF Red(someone) THEN See(rabbit)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Round(Mouse)
5. Red(Rabbit)
6. See(Rabbit, BaldEagle)
7. Visit(Rabbit, BaldEagle)
8. NOTHING
","1. Cold(BaldEagle)
",False,False
6,23841,10,1137,"Bob is blue. Bob is green. Fiona is green. Gary is big. Harry is big. Harry is blue. Harry is young. Big people are green. All furry, young people are quiet. Green people are blue. If someone is furry and white then they are young. All furry, green people are blue. If Harry is quiet and Harry is furry then Harry is blue. Young, furry people are quiet. Furry people are white. Blue, green people are furry.",Fiona is quiet.,True,OWA,train,5,AttNoneg-OWA-D5-76,6,7,9,5,15,proof,[(((((((triple3) -> rule3) triple3) -> rule9) ((((((triple3) -> rule3) triple3) -> rule9) ((((((triple3) -> rule3) triple3) -> rule9)) -> rule8)) -> rule4)) -> rule2) OR ((((((((triple3) -> rule3) triple3) -> rule9) ((((((triple3) -> rule3) triple3) -> rule9)) -> rule8)) -> rule4) ((((triple3) -> rule3) triple3) -> rule9)) -> rule7))],"1. Blue(Bob)
2. Green(Bob)
3. Green(Fiona)
4. Big(Gary)
5. Big(Harry)
6. Blue(Harry)
7. Young(Harry)
","1. IF Big(people) THEN Green(people)
2. IF Furry(young) THEN Quiet(young)
3. IF Green(people) THEN Blue(people)
4. IF Furry(person) THEN Young(person)
5. IF Furry(people) THEN Blue(people)
6. IF Quiet(Harry) AND Furry(Harry) THEN Blue(Harry)
7. IF Furry(young) THEN Quiet(young)
8. IF Furry(people) THEN White(people)
9. IF Blue(people) THEN Furry(people)
","1. Blue(Bob)
2. Green(Bob)
3. Green(Fiona)
4. Big(Gary)
5. Big(Harry)
6. Blue(Harry)
7. Young(Harry)
8. NOTHING
","1. Quiet(Fiona)
",False,False
7,10525,10,498,"Bob is green. Bob is kind. Charlie is nice. Erin is kind. Erin is nice. Erin is white. Gary is young. All young things are white. White things are young. All nice, green things are kind. If something is young then it is furry. All kind things are nice. All nice, green things are white. If something is cold and kind then it is green. If something is nice and young then it is furry. Furry things are cold.",Bob is cold.,True,OWA,test,5,AttNoneg-OWA-D5-1370,5,7,9,5,7,proof,[(((((((((((triple2) -> rule5) triple1) -> rule6)) -> rule2)) -> rule4)) -> rule9) OR ((((((triple2) -> rule5) ((((((triple2) -> rule5) triple1) -> rule6)) -> rule2)) -> rule8)) -> rule9))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Kind(Erin)
5. Nice(Charlie)
6. White(Erin)
7. Young(Gary)
","1. IF Young(thing) THEN White(thing)
2. IF White(thing) THEN Young(thing)
3. IF Kind(thing) THEN Nice(thing)
4. IF Nice(thing) THEN Furry(thing)
5. IF Furry(thing) THEN Cold(thing)
6. IF Cold(thing) THEN Green(thing)
7. IF Green(thing) THEN Nice(thing)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Kind(Erin)
5. Nice(Charlie)
6. White(Erin)
7. Young(Gary)
8. NOTHING
","1. Cold(Bob)
",False,False
8,38529,10,1834,"Anne is not kind. Bob is big. Bob is blue. Bob is green. Bob is white. Charlie is big. Gary is green. Kind things are white. Green, round things are big. If Bob is kind then Bob is big. If Bob is blue then Bob is big. All green things are blue. All kind things are round. If something is green then it is round. All big, rough things are kind. Blue, big things are rough.",Gary is white.,True,OWA,train,5,AttNeg-OWA-D5-1016,5,7,9,5,13,proof,[(((((((triple7 ((triple7) -> rule7)) -> rule2) ((((triple7) -> rule5) ((triple7 ((triple7) -> rule7)) -> rule2)) -> rule9)) -> rule8)) -> rule1))],"1. Not(Anne)
2. Big(Bob)
3. Blue(Bob)
4. Green(Bob)
5. White(Bob)
6. Big(Charlie)
7. Green(Gary)
","1. IF White(Kind) THEN Big(Kind)
2. IF Round(Green, Round) THEN Big(Green, Round)
3. IF Kind(Bob) THEN Big(Bob)
4. IF Blue(Bob) THEN Big(Bob)
5. IF Green(Thing) THEN Round(Thing)
6. IF Kind(Thing) THEN Round(Thing)
7. IF Green(Thing) THEN Big(Thing)
8. IF Big(Thing) THEN Kind(Thing)
9. IF Blue(Thing) THEN Big(Thing)
","1. Not(Anne)
2. Big(Bob)
3. Blue(Bob)
4. Green(Bob)
5. White(Bob)
6. Big(Charlie)
7. Green(Gary)
8. NOTHING
","1. White(Gary)
",False,False
9,62487,10,2972,"Bob is quiet. Charlie is quiet. Charlie is young. Erin is cold. Erin is rough. Harry is quiet. Harry is white. All white, quiet things are kind. All rough, cold things are white. All red things are rough. All cold, young things are red. If something is quiet then it is cold. All kind things are cold. Young things are cold. White, rough things are young. If something is rough then it is quiet.",Charlie is kind.,True,OWA,train,5,AttNoneg-OWA-D5-51,5,7,9,5,10,proof,[(((((((((((triple2) -> rule5) triple3) -> rule4)) -> rule3) ((triple2) -> rule5)) -> rule2) triple2) -> rule1) OR ((((((((((triple2) -> rule5) triple3) -> rule4)) -> rule3) ((triple3) -> rule7)) -> rule2) triple2) -> rule1) OR ((((((((((triple3) -> rule7) triple3) -> rule4)) -> rule3) ((triple2) -> rule5)) -> rule2) triple2) -> rule1) OR ((((((((((triple3) -> rule7) triple3) -> rule4)) -> rule3) ((triple3) -> rule7)) -> rule2) triple2) -> rule1) OR ((((((((((triple2) -> rule5) triple3) -> rule4)) -> rule3) ((triple2) -> rule5)) -> rule2) ((((((((triple3) -> rule7) triple3) -> rule4)) -> rule3)) -> rule9)) -> rule1) OR ((((((((((triple2) -> rule5) triple3) -> rule4)) -> rule3) ((triple3) -> rule7)) -> rule2) ((((((((triple3) -> rule7) triple3) -> rule4)) -> rule3)) -> rule9)) -> rule1) OR ((((((((((triple3) -> rule7) triple3) -> rule4)) -> rule3) ((triple2) -> rule5)) -> rule2) ((((((((triple3) -> rule7) triple3) -> rule4)) -> rule3)) -> rule9)) -> rule1) OR ((((((((((triple3) -> rule7) triple3) -> rule4)) -> rule3) ((triple3) -> rule7)) -> rule2) ((((((((triple3) -> rule7) triple3) -> rule4)) -> rule3)) -> rule9)) -> rule1))],"1. Quiet(Bob)
2. Quiet(Charlie)
3. Young(Charlie)
4. Cold(Erin)
5. Rough(Erin)
6. Quiet(Harry)
7. White(Harry)
","1. IF Cold(thing) THEN Kind(thing)
2. IF White(thing) AND Quiet(thing) THEN Kind(thing)
3. IF Rough(thing) THEN Quiet(thing)
4. IF Cold(thing) AND Young(thing) THEN Kind(thing)
5. IF Quiet(thing) THEN Cold(thing)
6. IF White(thing) AND Rough(thing) THEN Young(thing)
7. IF Rough(thing) AND Quiet(thing) THEN Kind(thing)
8. IF Good(people) THEN Nice(people)
","1. Quiet(Bob)
2. Quiet(Charlie)
3. Young(Charlie)
4. Cold(Erin)
5. Rough(Erin)
6. Quiet(Harry)
7. White(Harry)
8. NOTHING.
","1. Kind(Charlie)
",False,False
