,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
0,13473,4,932,"Anne is furry. Anne is not kind. Anne is not nice. Anne is red. Bob is not round. Dave is furry. Dave is not nice. If something is furry and round then it is cold. If something is white and furry then it is cold. If something is cold then it is red. All kind, white things are round. Red things are round. Cold things are not white. If Bob is not nice then Bob is not round. If Dave is nice and Dave is round then Dave is not kind.",Anne is cold.,True,OWA,test,3,AttNeg-OWA-D3-1355,3,7,8,2,4,proof,[(((triple1 ((triple4) -> rule5)) -> rule1))],"1. Furry(Anne)
2. Not Kind(Anne)
3. Not Nice(Anne)
4. Red(Anne)
5. Not Round(Bob)
6. Furry(Dave)
7. Not Nice(Dave)
","1. IF Furry(x) AND Round(x) THEN Cold(x)
2. IF White(x) AND Furry(x) THEN Cold(x)
3. IF Cold(x) THEN Red(x)
4. ALL Kind(x) AND White(x) THEN Round(x)
5. IF Red(x) THEN Round(x)
6. IF Not Nice(Bob) THEN Not Round(Bob)
7. IF Nice(Dave) AND Round(Dave) THEN Not Kind(Dave)
","1. Furry(Anne)
2. Not Kind(Anne)
3. Not Nice(Anne)
4. Red(Anne)
5. Not Round(Bob)
6. Furry(Dave)
7. Not Nice(Dave)
8. NOTHING.
","1. Cold(Anne)
",False,False
1,17555,4,1212,"Anne is furry. Anne is nice. Anne is rough. Anne is young. Dave is green. Dave is rough. Dave is young. If something is round and rough then it is green. Green things are white. If something is white and green then it is young. White, nice things are furry. If Anne is nice then Anne is furry. Young, rough things are white. All white things are round. Round things are rough.",Anne is round.,True,OWA,test,3,AttNoneg-OWA-D3-1245,3,7,8,2,4,proof,[(((((triple4 triple3) -> rule6)) -> rule7))],"1. Furry(Anne)
2. Nice(Anne)
3. Rough(Anne)
4. Young(Anne)
5. Green(Dave)
6. Rough(Dave)
7. Young(Dave)
","1. IF Round(Anne) AND Rough(Anne) THEN Green(Anne)
2. IF Green(thing) THEN White(thing)
3. IF White(thing) AND Green(thing) THEN Young(thing)
4. IF Furry(thing) THEN Nice(thing)
5. IF Nice(Anne) THEN Furry(Anne)
6. IF Young(thing) AND Rough(thing) THEN White(thing)
7. IF Round(thing) THEN Rough(thing)
","1. Furry(Anne)
2. Nice(Anne)
3. Rough(Anne)
4. Young(Anne)
5. Green(Dave)
6. Rough(Dave)
7. Young(Dave)
8. NOTHING.
","1. Round(Anne)
",False,False
2,9795,4,464,"Anne is cold. Anne is furry. Anne is red. Dave is young. Gary is nice. Gary is young. Harry is not blue. All nice people are red. All furry people are blue. All furry, red people are quiet. Blue people are cold. Young people are cold. Cold people are furry. If Dave is blue then Dave is red. If Gary is furry then Gary is nice.",Gary is furry.,True,OWA,test,5,AttNeg-OWA-D5-103,5,7,8,2,3,proof,[(((((triple6) -> rule5)) -> rule6))],"1. Cold(Anne)
2. Furry(Anne)
3. Red(Anne)
4. Young(Dave)
5. Nice(Gary)
6. Young(Gary)
7. Not Blue(Harry)
","1. IF Blue(people) THEN Red(people)
2. IF Furry(people) THEN Blue(people)
3. IF Furry(people) AND Red(people) THEN Quiet(people)
4. IF Blue(people) THEN Cold(people)
5. IF Young(people) THEN Cold(people)
6. IF Furry(people) THEN Cold(people)
7. IF Blue(Dave) THEN Red(Dave)
8. IF Furry(Gary) THEN Nice(Gary)
","1. Cold(Anne)
2. Furry(Anne)
3. Red(Anne)
4. Young(Dave)
5. Nice(Gary)
6. Young(Gary)
7. Not Blue(Harry)
8. NOTHING
","1. Furry(Gary)
",False,False
3,54237,4,2579,"Charlie is blue. Charlie is kind. Charlie is rough. Dave is cold. Erin is red. Erin is rough. Gary is furry. Kind people are furry. If Dave is kind then Dave is furry. If someone is furry and red then they are quiet. Cold people are blue. If someone is rough then they are quiet. All blue people are quiet. All cold, quiet people are red. If Dave is red then Dave is kind.",Dave is quiet.,True,OWA,train,5,AttNoneg-OWA-D5-1236,5,7,8,2,3,proof,[(((((triple4) -> rule4)) -> rule6))],"1. Blue(Charlie)
2. Kind(Charlie)
3. Rough(Charlie)
4. Cold(Dave)
5. Red(Erin)
6. Rough(Erin)
7. Furry(Gary)
","1. IF Furry(Kind) THEN Furry(Dave)
2. IF Kind(Dave) THEN Furry(Dave)
3. IF Furry(Person) THEN Quiet(Person)
4. IF Cold(Person) THEN Blue(Person)
5. IF Rough(Person) THEN Quiet(Person)
6. IF Blue(Person) THEN Quiet(Person)
7. IF Cold(Person) AND Quiet(Person) THEN Red(Person)
8. IF Red(Dave) THEN Kind(Dave)
","1. Blue(Charlie)
2. Kind(Charlie)
3. Rough(Charlie)
4. Cold(Dave)
5. Red(Erin)
6. Rough(Erin)
7. Furry(Gary)
8. NOTHING
","1. Quiet(Dave)
",False,False
4,17405,4,1565,The cat eats the tiger. The cat is cold. The cat is young. The cat visits the tiger. The tiger is green. The tiger sees the cat. The tiger visits the cat. If something eats the cat and it eats the tiger then it sees the cat. If the cat eats the tiger then the cat sees the tiger. If something is young then it sees the tiger. If something eats the tiger then the tiger visits the cat. If something is young and it sees the tiger then the tiger is cold. If something eats the cat then it is green. If something is cold then it sees the cat. If something is young then it eats the tiger.,The tiger is cold.,True,OWA,train,2,RelNoneg-OWA-D2-603,2,7,8,2,4,proof,[(((triple3 ((triple1) -> rule2)) -> rule5) OR ((triple3 ((triple3) -> rule3)) -> rule5) OR ((triple3 ((((triple3) -> rule8)) -> rule2)) -> rule5))],"1. Eat(Cat, Tiger)
2. Cold(Cat)
3. Young(Cat)
4. Visit(Cat, Tiger)
5. Green(Tiger)
6. See(Tiger, Cat)
7. Visit(Tiger, Cat)
","1. IF Eat(something) AND See(tiger) THEN See(cat)
2. IF Eat(cat) THEN See(tiger)
3. IF Young(something) THEN See(tiger)
4. IF Eat(tiger) THEN Visit(cat)
5. IF Young(something) AND See(tiger) THEN Cold(tiger)
6. IF Eat(cat) THEN Green(something)
7. IF Cold(something) THEN See(cat)
8. IF Young(something) THEN Eat(tiger)
","1. Eat(Cat, Tiger)
2. Cold(Cat)
3. Young(Cat)
4. Visit(Cat, Tiger)
5. Green(Tiger)
6. See(Tiger, Cat)
7. Visit(Tiger, Cat)
","1. Cold(Tiger)
",False,False
5,52497,4,2496,"Anne is kind. Anne is nice. Anne is young. Erin is red. Gary is blue. Gary is young. Harry is nice. Kind, big people are young. If someone is young then they are red. If Harry is blue and Harry is kind then Harry is nice. All kind people are young. Rough people are big. If someone is big and rough then they are kind. If someone is nice and kind then they are rough. If someone is nice then they are rough.",Harry is big.,True,OWA,train,5,AttNoneg-OWA-D5-786,5,7,8,2,3,proof,[(((((triple7) -> rule8)) -> rule5))],"1. Kind(Anne)
2. Nice(Anne)
3. Young(Anne)
4. Red(Erin)
5. Blue(Gary)
6. Young(Gary)
7. Nice(Harry)
","1. IF Kind(people) AND Big(people) THEN Young(people)
2. IF Red(someone) THEN Young(someone)
3. IF Blue(Harry) AND Kind(Harry) THEN Nice(Harry)
4. IF Kind(people) THEN Young(people)
5. IF Big(people) THEN Rough(people)
6. IF Rough(people) THEN Kind(people)
7. IF Nice(people) THEN Rough(people)
8. IF Nice(people) THEN Young(people)
","1. Kind(Anne)
2. Nice(Anne)
3. Young(Anne)
4. Red(Erin)
5. Blue(Gary)
6. Young(Gary)
7. Nice(Harry)
8. NOTHING
","1. Big(Harry)
",False,False
6,57167,4,5158,"Anne is kind. Gary is big. Gary is blue. Gary is cold. Gary is furry. Harry is blue. Harry is kind. Furry people are kind. Cold, blue people are kind. All furry, kind people are nice. Nice people are cold. If Harry is white then Harry is cold. If someone is nice then they are furry. All nice, blue people are white. If Harry is blue and Harry is nice then Harry is kind.",Gary is nice.,True,OWA,train,2,AttNoneg-OWA-D2-1432,3,7,8,2,4,proof,[(((triple5 ((triple5) -> rule1)) -> rule3) OR ((triple5 ((triple4 triple3) -> rule2)) -> rule3))],"1. Kind(Anne)
2. Big(Gary)
3. Blue(Gary)
4. Cold(Gary)
5. Furry(Gary)
6. Blue(Harry)
7. Kind(Harry)
","1. IF Kind(Furry) THEN Nice(Furry)
2. IF Kind(Cold, Blue) THEN Nice(Kind)
3. IF Furry(People) THEN Nice(People)
4. IF Cold(People) THEN Nice(People)
5. IF White(Harry) THEN Cold(Harry)
6. IF Nice(Harry) THEN Furry(Harry)
7. IF Blue(People) THEN White(People)
8. IF Kind(Harry, Blue) THEN Nice(Harry)
","1. Kind(Anne)
2. Big(Gary)
3. Blue(Gary)
4. Cold(Gary)
5. Furry(Gary)
6. Blue(Harry)
7. Kind(Harry)
8. NOTHING
","1. Nice(Gary)
",False,False
7,38201,4,2653,"Bob is green. Bob is quiet. Bob is white. Fiona is green. Gary is kind. Gary is quiet. Harry is kind. All red people are green. Red people are quiet. All big, rough people are green. Green people are red. If Gary is quiet and Gary is green then Gary is big. If Gary is quiet and Gary is big then Gary is rough. If someone is quiet then they are red. Big, green people are kind.",Fiona is quiet.,True,OWA,train,3,AttNoneg-OWA-D3-675,4,7,8,2,3,proof,[(((((triple4) -> rule4)) -> rule2))],"1. Green(Bob)
2. Quiet(Bob)
3. White(Bob)
4. Green(Fiona)
5. Kind(Gary)
6. Quiet(Gary)
7. Kind(Harry)
","1. IF Green(person) THEN Red(person)
2. IF Quiet(Gary) AND Green(Gary) THEN Big(Gary)
3. IF Big(person) AND Rough(person) THEN Green(person)
4. IF Red(person) THEN Green(person)
5. IF Kind(person) THEN Green(person)
","1. Green(Bob)
2. Quiet(Bob)
3. White(Bob)
4. Green(Fiona)
5. Kind(Gary)
6. Quiet(Gary)
7. Kind(Harry)
8. NOTHING
","1. Quiet(Fiona)
",False,False
8,64787,4,4497,"Charlie is blue. Charlie is not kind. Charlie is smart. Charlie is not young. Erin is round. Erin is young. Harry is kind. If someone is quiet then they are green. All quiet, kind people are green. If someone is blue and not round then they are green. Blue, green people are kind. Smart people are blue. If someone is green then they are blue. If Erin is young then Erin is green. If someone is green and not round then they are not quiet.",Erin is blue.,True,OWA,train,3,AttNeg-OWA-D3-137,3,7,8,2,3,proof,[(((((triple6) -> rule7)) -> rule6))],"1. Blue(Charlie)
2. Not Kind(Charlie)
3. Smart(Charlie)
4. Not Young(Charlie)
5. Round(Erin)
6. Young(Erin)
7. Kind(Harry)
","1. IF Quiet(Person) THEN Green(Person)
2. IF All Quiet, Kind People(Person) THEN Green(Person)
3. IF Blue And Not Round(Person) THEN Green(Person)
4. IF Blue, Green People(Person) THEN Kind(Person)
5. IF Smart People(Person) THEN Blue(Person)
6. IF Green(Person) THEN Blue(Person)
7. IF Young(Erin) THEN Green(Erin)
8. IF Green And Not Round(Person) THEN Not Quiet(Person)
","1. Blue(Charlie)
2. Not Kind(Charlie)
3. Smart(Charlie)
4. Not Young(Charlie)
5. Round(Erin)
6. Young(Erin)
7. Kind(Harry)
8. NOTHING
","1. Blue(Erin)
",False,False
9,3555,4,320,"Bob is green. Bob is red. Erin is smart. Fiona is blue. Fiona is quiet. Fiona is smart. Gary is quiet. If someone is green and not blue then they are smart. Blue, green people are red. If Erin is quiet then Erin is not big. If someone is smart and green then they are quiet. If someone is kind then they are not big. Red, green people are kind. All quiet, green people are not kind. If Bob is not smart then Bob is quiet.",Bob is not big.,True,OWA,train,2,AttNeg-OWA-D2-1975,2,7,8,2,4,proof,[(((((triple2 triple1) -> rule6)) -> rule5))],"1. Green(Bob)
2. Red(Bob)
3. Smart(Erin)
4. Blue(Fiona)
5. Quiet(Fiona)
6. Smart(Fiona)
7. Quiet(Gary)
","1. IF Green(Person) AND Not Blue(Person), THEN Smart(Person)
2. IF Blue(Person) AND Green(Person), THEN Red(Person)
3. IF Quiet(Erin), THEN Not Big(Erin)
4. IF Smart(Person) AND Green(Person), THEN Quiet(Person)
5. IF Kind(Person), THEN Not Big(Person)
6. IF Red(Person) AND Green(Person), THEN Kind(Person)
7. IF Quiet(Person) AND Green(Person), THEN Not Kind(Person)
8. IF Not Smart(Bob), THEN Quiet(Bob)
","1. Green(Bob)
2. Red(Bob)
3. Smart(Erin)
4. Blue(Fiona)
5. Quiet(Fiona)
6. Smart(Fiona)
7. Quiet(Gary)
8. NOTHING
","1. Not(Big)(Bob)
",False,False
