,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs
382884,13473,4,932,"Anne is furry. Anne is not kind. Anne is not nice. Anne is red. Bob is not round. Dave is furry. Dave is not nice. If something is furry and round then it is cold. If something is white and furry then it is cold. If something is cold then it is red. All kind, white things are round. Red things are round. Cold things are not white. If Bob is not nice then Bob is not round. If Dave is nice and Dave is round then Dave is not kind.",Anne is cold.,True,OWA,test,3,AttNeg-OWA-D3-1355,3,7,8,2,4,proof,[(((triple1 ((triple4) -> rule5)) -> rule1))]
386966,17555,4,1212,"Anne is furry. Anne is nice. Anne is rough. Anne is young. Dave is green. Dave is rough. Dave is young. If something is round and rough then it is green. Green things are white. If something is white and green then it is young. White, nice things are furry. If Anne is nice then Anne is furry. Young, rough things are white. All white things are round. Round things are rough.",Anne is round.,True,OWA,test,3,AttNoneg-OWA-D3-1245,3,7,8,2,4,proof,[(((((triple4 triple3) -> rule6)) -> rule7))]
479664,9795,4,464,"Anne is cold. Anne is furry. Anne is red. Dave is young. Gary is nice. Gary is young. Harry is not blue. All nice people are red. All furry people are blue. All furry, red people are quiet. Blue people are cold. Young people are cold. Cold people are furry. If Dave is blue then Dave is red. If Gary is furry then Gary is nice.",Gary is furry.,True,OWA,test,5,AttNeg-OWA-D5-103,5,7,8,2,3,proof,[(((((triple6) -> rule5)) -> rule6))]
454296,54237,4,2579,"Charlie is blue. Charlie is kind. Charlie is rough. Dave is cold. Erin is red. Erin is rough. Gary is furry. Kind people are furry. If Dave is kind then Dave is furry. If someone is furry and red then they are quiet. Cold people are blue. If someone is rough then they are quiet. All blue people are quiet. All cold, quiet people are red. If Dave is red then Dave is kind.",Dave is quiet.,True,OWA,train,5,AttNoneg-OWA-D5-1236,5,7,8,2,3,proof,[(((((triple4) -> rule4)) -> rule6))]
217418,17405,4,1565,The cat eats the tiger. The cat is cold. The cat is young. The cat visits the tiger. The tiger is green. The tiger sees the cat. The tiger visits the cat. If something eats the cat and it eats the tiger then it sees the cat. If the cat eats the tiger then the cat sees the tiger. If something is young then it sees the tiger. If something eats the tiger then the tiger visits the cat. If something is young and it sees the tiger then the tiger is cold. If something eats the cat then it is green. If something is cold then it sees the cat. If something is young then it eats the tiger.,The tiger is cold.,True,OWA,train,2,RelNoneg-OWA-D2-603,2,7,8,2,4,proof,[(((triple3 ((triple1) -> rule2)) -> rule5) OR ((triple3 ((triple3) -> rule3)) -> rule5) OR ((triple3 ((((triple3) -> rule8)) -> rule2)) -> rule5))]
333039,33016,5,2290,Bob is blue. Bob is nice. Dave is big. Erin is big. Harry is not blue. Harry is round. Harry is white. All big people are round. Big people are furry. If someone is big then they are green. All round people are nice. If someone is round then they are not blue. If Bob is green and Bob is not blue then Bob is furry. If someone is nice and not blue then they are white. If someone is furry and not green then they are not white.,Dave is not nice.,False,OWA,train,3,AttNeg-OWA-D3-1431,3,7,8,2,3,inv-proof,[(((((triple3) -> rule1)) -> rule4))]
275257,5168,5,464,The bald eagle is round. The cat does not see the dog. The cat visits the mouse. The dog sees the cat. The mouse does not like the dog. The mouse sees the bald eagle. The mouse sees the cat. If something likes the mouse then it visits the cat. If something likes the dog and the dog is round then it likes the cat. If the cat sees the mouse then the cat is red. If something sees the bald eagle then the bald eagle is red. If something is red then it likes the mouse. If something visits the dog then the dog visits the cat. If something likes the dog and the dog is nice then it visits the dog. If something likes the cat and it does not like the mouse then it does not see the cat.,The bald eagle does not like the mouse.,False,OWA,test,2,RelNeg-OWA-D2-1103,3,7,8,2,3,inv-proof,[(((((triple6) -> rule4)) -> rule5))]
206115,6102,5,552,"Bob is big. Bob is blue. Bob is green. Bob is round. Bob is smart. Gary is green. Gary is smart. If someone is round then they are young. If someone is kind and round then they are not young. If someone is big and round then they are young. If someone is big and kind then they are blue. If someone is smart then they are green. Big, young people are smart. All young people are not kind. If Gary is green then Gary is young.",Gary is kind.,False,OWA,train,2,AttNeg-OWA-D2-660,2,7,8,2,3,inv-proof,[(((((triple6) -> rule8)) -> rule7) OR ((((((triple7) -> rule5)) -> rule8)) -> rule7))]
408841,8782,5,418,"Bob is quiet. Bob is young. Erin is green. Erin is red. Fiona is quiet. Fiona is young. Harry is blue. Blue, big people are green. If someone is young then they are big. Big people are blue. If someone is red and big then they are white. All white, green people are big. If someone is green and big then they are red. If someone is white and young then they are green. If Erin is white then Erin is young.",Fiona is not blue.,False,OWA,train,5,AttNoneg-OWA-D5-691,5,7,8,2,3,inv-proof,[(((((triple6) -> rule2)) -> rule3))]
437135,37076,5,1768,"Dave is nice. Erin is quiet. Gary is round. Gary is not smart. Harry is kind. Harry is nice. Harry is red. Red, quiet things are young. If something is kind and smart then it is not young. Nice things are young. All red, kind things are quiet. If something is young and round then it is kind. Red things are nice. If something is round then it is red. Young things are red.",Dave is not red.,False,OWA,train,5,AttNeg-OWA-D5-790,5,7,8,2,3,inv-proof,[(((((triple1) -> rule3)) -> rule8))]
