,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,resulted_new_facts_list,answer_code,answer_LLM,answer_labels,answer_reasons,answer_wo_prompts
0,7639,2,525,"Anne is big. Anne is red. Bob is big. Bob is kind. Bob is round. Bob is smart. Bob is white. If Anne is kind then Anne is red. Red, smart people are white. If Bob is white then Bob is kind. If someone is big and red then they are kind. All white, round people are smart. All kind people are round. All round, blue people are white. Big people are blue.",Bob is blue.,True,OWA,test,3,AttNoneg-OWA-D3-924,4,7,8,1,2,proof,[(((triple3) -> rule8))],"1. Anne is big.
2. Anne is red.
3. Bob is big.
4. Bob is kind.
5. Bob is round.
6. Bob is smart.
7. Bob is white.
8. Anne is red
9. Bob is white
10. Bob is kind
11. Bob is round
12. Bob is smart
13. Bob is blue
14. Anne is
",False,False,"1. no
","1. no, because the query can not be found in the contexts.
","1.  no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer
"
1,38579,2,4987,The bald eagle is blue. The bald eagle likes the cat. The bald eagle sees the cat. The cat is not big. The cat is not red. The cat sees the bald eagle. The cat visits the bald eagle. If something likes the cat and it visits the cat then the cat does not see the bald eagle. If the bald eagle sees the cat and the bald eagle likes the cat then the cat visits the bald eagle. If something visits the cat then the cat does not like the bald eagle. If something is red and it likes the bald eagle then the bald eagle sees the cat. If something visits the bald eagle and it is blue then it is round. If something visits the bald eagle then it likes the bald eagle. If the bald eagle is blue and the bald eagle sees the cat then the bald eagle is round. If something likes the bald eagle then the bald eagle likes the cat.,The cat likes the bald eagle.,True,OWA,train,1,RelNeg-OWA-D1-3080,1,7,8,1,2,proof,[(((triple7) -> rule6) OR ((((triple3 triple2) -> rule2)) -> rule6))],"1. The bald eagle is blue.
2. The bald eagle likes the cat.
3. The bald eagle sees the cat.
4. The cat is not big.
5. The cat is not red.
6. The cat sees the bald eagle.
7. The cat visits the bald eagle.
8. The cat does not see the bald eagle
9. The cat visits the bald eagle
10. The cat does not like the bald eagle
11. The cat is not red
12. The cat is not big
13. The cat vis
",False,False,"1. no
","1. no, because the query can not be found in the contexts.
","1.  no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>

"
2,1349,2,62,"Charlie is red. Charlie is white. Fiona is green. Gary is red. Gary is white. Harry is kind. Harry is not quiet. If Gary is quiet and Gary is red then Gary is cold. If something is quiet and not white then it is nice. If something is green and kind then it is nice. If something is kind and not red then it is green. Red, kind things are green. If something is red then it is quiet. If Charlie is nice then Charlie is cold. Cold, quiet things are kind.",Gary is quiet.,True,OWA,test,5,AttNeg-OWA-D5-878,5,7,8,1,2,proof,[(((triple4) -> rule6))],"1. Charlie is red.
2. Charlie is white.
3. Fiona is green.
4. Gary is red.
5. Gary is white.
6. Harry is kind.
7. Harry is not quiet.
8. Gary is cold
9. Harry is nice
10. Harry is green
11. Harry is kind
12. Gary is green
13. Charlie is nice
14. Charlie is cold
15. Charlie is kind
16. Gary is kind
17. 15
18. 13
19. 12
20. 11
",False,False,"1. no
","1. no, because the query can not be found in the contexts.
","1.  no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</
"
3,4689,2,325,The bear chases the cow. The cow chases the bear. The cow is red. The cow visits the bear. The dog is big. The dog likes the cow. The dog visits the bear. If something chases the cow then the cow does not visit the dog. If something likes the bear then the bear is not round. If the cow visits the dog and the cow is not big then the cow chases the bear. If something visits the bear then it is round. If something is round then it likes the bear. If something is round then it likes the bear. If something is red and it does not like the bear then it chases the bear. If something chases the bear and it likes the dog then it chases the dog.,The dog is round.,True,OWA,dev,3,RelNeg-OWA-D3-1307,3,7,8,1,2,proof,[(((triple7) -> rule4))],"1. The bear chases the cow.
2. The cow chases the bear.
3. The cow is red.
4. The cow visits the bear.
5. The dog is big.
6. The dog likes the cow.
7. The dog visits the bear.
",False,False,"1. no
","1. no, because the query can not be found in the contexts.
","1.  no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no,
"
4,3597,2,170,The bald eagle is kind. The bald eagle is not red. The bald eagle likes the dog. The dog needs the lion. The lion does not need the bald eagle. The mouse likes the dog. The mouse does not see the dog. If someone needs the mouse then the mouse does not see the bald eagle. If someone needs the dog then the dog needs the lion. If someone is rough then they see the mouse. If someone sees the mouse then the mouse is kind. If someone needs the lion then they do not see the bald eagle. If someone sees the dog then they need the mouse. All kind people are rough. If someone sees the mouse then they like the lion.,The bald eagle is rough.,True,OWA,dev,5,RelNeg-OWA-D5-940,6,7,8,1,2,proof,[(((triple1) -> rule7))],"1. The bald eagle is kind.
2. The bald eagle is not red.
3. The bald eagle likes the dog.
4. The dog needs the lion.
5. The lion does not need the bald eagle.
6. The mouse likes the dog.
7. The mouse does not see the dog.
",False,False,"1. no
","1. no, because the query can not be found in the contexts.
","1.  no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts
"
5,48623,2,3374,"Charlie is green. Charlie is kind. Erin is kind. Erin is quiet. Erin is red. Gary is quiet. Gary is red. All big, red people are furry. If someone is furry then they are red. If someone is furry then they are big. If someone is green then they are red. Blue people are red. All red people are blue. If someone is kind and red then they are furry. If someone is big and furry then they are kind.",Erin is blue.,True,OWA,train,3,AttNoneg-OWA-D3-1479,3,7,8,1,2,proof,[(((triple5) -> rule6))],"1. Charlie is green.
2. Charlie is kind.
3. Erin is kind.
4. Erin is quiet.
5. Erin is red.
6. Gary is quiet.
7. Gary is red.
8. Charlie is furry
9. Charlie is big
10. Erin is furry
11. Erin is big
12. Gary is furry
13. Gary is big
14. Charlie is red
15. Erin is red
16. Gary is red
17. Charlie is blue
18. Erin is blue
19. Gary is blue
20. 10
21. Gary
22. Erin
",False,False,"1. no
","1. no, because the query can not be found in the contexts.
","1.  no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</
"
6,7759,2,545,"Anne is not blue. Anne is green. Bob is blue. Bob is cold. Bob is kind. Charlie is kind. Charlie is nice. If someone is white then they are big. If someone is big then they are kind. If someone is green and white then they are not blue. Big people are not nice. All blue, kind people are white. If someone is cold and nice then they are white. If Charlie is big then Charlie is kind. If Charlie is kind then Charlie is nice.",Bob is white.,True,OWA,train,3,AttNeg-OWA-D3-617,3,7,8,1,3,proof,[(((triple3 triple5) -> rule5))],"1. Anne is not blue.
2. Anne is green.
3. Bob is blue.
4. Bob is cold.
5. Bob is kind.
6. Charlie is kind.
7. Charlie is nice.
8. Anne is not big
9. Anne is not kind
10. Bob is big
11. Bob is kind
12. Charlie is big
13. Charlie is kind
14. Charlie is nice
15. Bob is blue
16. Bob is nice
17. Anne is not blue
18. Anne is not nice
19. Bob is not nice
20. 1
21. Bob is cold
22. Bob is green
23. Bob is not big
24. 10
",False,False,"1. no
","1. no, because the query can not be found in the contexts.
","1.  no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query
"
7,24145,2,3119,The cat chases the dog. The cat is blue. The cat is green. The cat sees the dog. The cat visits the dog. The dog is red. The dog is young. If someone chases the cat then they visit the dog. If someone is green and they see the dog then the dog chases the cat. If someone is red and kind then they see the dog. If someone visits the dog then the dog is green. If the dog is red then the dog visits the cat. If the dog visits the cat and the dog chases the cat then the cat chases the dog. If the cat sees the dog then the cat visits the dog. If someone sees the cat and they chase the cat then they see the dog.,The dog visits the cat.,True,OWA,train,1,RelNoneg-OWA-D1-1301,2,7,8,1,2,proof,[(((triple6) -> rule5))],"1. The cat chases the dog.
2. The cat is blue.
3. The cat is green.
4. The cat sees the dog.
5. The cat visits the dog.
6. The dog is red.
7. The dog is young.
8. The dog chases the cat.
9. The dog visits the cat.
10. The dog chases the
11. The dog visits the cat
12. The cat visits the dog
13. The dog chases the cat
14. The cat chases the dog
15. The cat
",True,False,"1. no
","1. no, because the query can not be found in the contexts.
","1.  no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<
"
8,2455,2,175,The cat chases the lion. The cat eats the dog. The dog chases the lion. The dog needs the cat. The lion chases the dog. The lion eats the dog. The lion is nice. If someone needs the dog then the dog is rough. If someone chases the cat and the cat eats the lion then they eat the lion. If someone chases the lion then the lion chases the dog. If someone chases the dog and they need the lion then they are red. If someone chases the dog then they eat the cat. If the lion is nice and the lion needs the cat then the lion needs the dog. If someone eats the cat then the cat needs the lion. If the lion is nice then the lion needs the cat.,The lion eats the cat.,True,OWA,train,3,RelNoneg-OWA-D3-1166,3,7,8,1,2,proof,[(((triple5) -> rule5) OR ((((triple1) -> rule3)) -> rule5) OR ((((triple3) -> rule3)) -> rule5))],"1. The cat chases the lion.
2. The cat eats the dog.
3. The dog chases the lion.
4. The dog needs the cat.
5. The lion chases the dog.
6. The lion eats the dog.
7. The lion is nice.
8. The dog is rough
9. The cat eats the lion
10. The lion chases the dog
11. The lion is red
12. The cat eats the dog
13. The lion needs the dog
14. The cat needs the lion
15. The dog ch
16. The cat eats the
17. The cat chases the l
",False,False,"1. no
","1. no, because the query can not be found in the contexts.
","1.  no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.

"
9,40483,2,1927,"Anne is cold. Charlie is furry. Charlie is not round. Charlie is young. Gary is not young. Harry is furry. Harry is not young. Round people are kind. If someone is quiet then they are kind. If Anne is cold and Anne is not round then Anne is quiet. If Anne is furry and Anne is cold then Anne is quiet. If someone is cold and kind then they are furry. Cold people are quiet. Furry, quiet people are young. If someone is young and kind then they are not smart.",Anne is quiet.,True,OWA,train,5,AttNeg-OWA-D5-186,5,7,8,1,2,proof,[(((triple1) -> rule6))],"1. Anne is cold.
2. Charlie is furry.
3. Charlie is not round.
4. Charlie is young.
5. Gary is not young.
6. Harry is furry.
7. Harry is not young.
8. Anne is kind
9. Charlie is kind
10. Gary is kind
11. Harry is kind
12. Anne is quiet
13. Charlie is quiet
14. Gary is quiet
15. Harry is quiet
16. Anne is furry
17. Charlie is furry
18. Gary is furry
19. Harry is furry
20. Anne is young
21. Charlie is young
22. Gary is young
23. Harry is young
24. Anne is not smart
25. Charlie is not smart
26. Gary is not smart
27. Harry is not smart
",False,False,"1. no
","1. no, because the query can not be found in the contexts.
","1.  no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
Answer: yes, because the query can be found in the contexts 2.
</Answer>
<Answer>
Answer: no, because the query can not be found in the contexts.
</Answer>
<Answer>
"
